,value
60061,83739
60062,10762
60063,89980
60064,30822
60065,25932
60066,3957
60067,57213
60068,33540
60069,12921
60070,44186
60071,77864
60072,70072
60073,41854
60074,4574
60075,42521
60076,25927
60077,64049
60078,39481
60079,15727
60080,72084
60081,1989
60082,72553
60083,11571
60084,89237
60085,23059
60086,68391
60087,172
60088,46421
60089,51785
60090,72337
60091,24649
60092,22636
60093,36229
60094,10164
60095,84688
60096,1284
60097,99744
60098,36872
60099,79606
60100,8996
60101,9322
60102,16353
60103,96977
60104,63630
60105,24034
60106,45923
60107,9957
60108,39998
60109,67834
60110,57531
60111,62798
60112,15910
60113,61474
60114,19976
60115,2393
60116,80600
60117,26943
60118,65810
60119,20330
60120,61204
60121,44820
60122,82859
60123,92307
60124,50633
60125,53041
60126,60748
60127,47267
60128,18767
60129,66384
60130,75483
60131,90982
60132,61965
60133,6112
60134,62490
60135,10890
60136,18424
60137,38977
60138,59132
60139,74566
60140,14250
60141,41595
60142,84006
60143,20090
60144,27836
60145,73129
60146,27032
60147,86407
60148,52829
60149,90701
60150,80487
60151,614
60152,92801
60153,32354
60154,26959
60155,99746
60156,49992
60157,80671
60158,49682
60159,59818
60160,41999
60161,90847
60162,63086
60163,43088
60164,42320
60165,12790
60166,67908
60167,19932
60168,6784
60169,87978
60170,50576
60171,12479
60172,83526
60173,71365
60174,26404
60175,18028
60176,86321
60177,90194
60178,42731
60179,53575
60180,88468
60181,4325
60182,1664
60183,96236
60184,79379
60185,67436
60186,45789
60187,4617
60188,9937
60189,16612
60190,71353
60191,32999
60192,35040
60193,62599
60194,12872
60195,19596
60196,81610
60197,66124
60198,49463
60199,45265
60200,61013
60201,52890
60202,72564
60203,30108
60204,60681
60205,60211
60206,93574
60207,75284
60208,50299
60209,70361
60210,44440
60211,6925
60212,53701
60213,65532
60214,38653
60215,36788
60216,11877
60217,231
60218,82104
60219,60276
60220,48188
60221,79581
60222,15888
60223,43788
60224,53541
60225,59523
60226,88392
60227,92597
60228,52692
60229,99756
60230,63655
60231,91464
60232,72016
60233,43909
60234,41128
60235,82326
60236,93418
60237,97039
60238,74081
60239,37064
60240,87708
60241,42696
60242,48840
60243,7526
60244,42042
60245,84449
60246,67369
60247,16973
60248,53707
60249,88866
60250,17708
60251,50040
60252,44877
60253,72197
60254,83134
60255,67043
60256,77802
60257,89973
60258,88531
60259,7189
60260,53587
60261,55109
60262,77147
60263,87930
60264,41277
60265,63057
60266,78144
60267,62459
60268,63303
60269,23709
60270,92268
60271,51934
60272,20465
60273,56376
60274,40918
60275,92182
60276,82267
60277,20921
60278,31705
60279,74556
60280,50638
60281,69440
60282,66361
60283,86682
60284,34501
60285,47231
60286,80423
60287,87430
60288,1400
60289,12812
60290,24204
60291,61389
60292,18704
60293,61279
60294,13463
60295,2689
60296,48272
60297,82026
60298,64317
60299,34791
60300,60562
60301,53371
60302,63924
60303,38911
60304,66191
60305,11317
60306,90418
60307,79248
60308,86554
60309,26690
60310,28626
60311,10237
60312,26762
60313,28240
60314,34182
60315,43721
60316,42791
60317,37797
60318,26313
60319,13863
60320,88958
60321,38222
60322,25222
60323,21814
60324,76385
60325,74480
60326,8676
60327,41381
60328,93234
60329,64873
60330,14899
60331,76555
60332,83044
60333,54064
60334,61758
60335,22285
60336,19878
60337,77796
60338,48851
60339,62276
60340,64085
60341,57582
60342,76725
60343,26330
60344,45843
60345,90994
60346,88379
60347,18620
60348,78198
60349,68404
60350,57456
60351,33040
60352,36227
60353,29557
60354,92411
60355,8085
60356,29461
60357,64240
60358,6821
60359,55655
60360,3328
60361,57233
60362,93398
60363,47540
60364,50647
60365,50969
60366,12144
60367,27414
60368,41154
60369,36550
60370,40470
60371,53260
60372,66627
60373,19995
60374,50371
60375,17424
60376,703
60377,61462
60378,87395
60379,10874
60380,86740
60381,61665
60382,89697
60383,4455
60384,54554
60385,80837
60386,6007
60387,43323
60388,29679
60389,61799
60390,28610
60391,61299
60392,10984
60393,7234
60394,5190
60395,98364
60396,46527
60397,25132
60398,11018
60399,82366
60400,97591
60401,4721
60402,60567
60403,98360
60404,55255
60405,96911
60406,38503
60407,72444
60408,85628
60409,32790
60410,60269
60411,63946
60412,92002
60413,78175
60414,90875
60415,56056
60416,14644
60417,66918
60418,6585
60419,40650
60420,69507
60421,96867
60422,53118
60423,89103
60424,65985
60425,8376
60426,12287
60427,95547
60428,4304
60429,92348
60430,89113
60431,89083
60432,82043
60433,42500
60434,39135
60435,10889
60436,6256
60437,32878
60438,89599
60439,5031
60440,8486
60441,82485
60442,6187
60443,63877
60444,46781
60445,1957
60446,72986
60447,93513
60448,29418
60449,47832
60450,29755
60451,42225
60452,82660
60453,10069
60454,53889
60455,23562
60456,73422
60457,86600
60458,76294
60459,31529
60460,12402
60461,18623
60462,65333
60463,31501
60464,1744
60465,57206
60466,92298
60467,36822
60468,14151
60469,31521
60470,77825
60471,26390
60472,19066
60473,51410
60474,53135
60475,41669
60476,82912
60477,80761
60478,37659
60479,37824
60480,7965
60481,17734
60482,31914
60483,98771
60484,65275
60485,4106
60486,40077
60487,13463
60488,10679
60489,29567
60490,98850
60491,32570
60492,16170
60493,67821
60494,56712
60495,28748
60496,71168
60497,61267
60498,53620
60499,15193
60500,78816
60501,89586
60502,5992
60503,58271
60504,54693
60505,9926
60506,33253
60507,43026
60508,62981
60509,45501
60510,16071
60511,44356
60512,67098
60513,31295
60514,15767
60515,93274
60516,52760
60517,94501
60518,69973
60519,70409
60520,45294
60521,7633
60522,2685
60523,46864
60524,63826
60525,22151
60526,73811
60527,42579
60528,12477
60529,60688
60530,80594
60531,1630
60532,18359
60533,34828
60534,50503
60535,72898
60536,76323
60537,21918
60538,60028
60539,47437
60540,41657
60541,91373
60542,48046
60543,91636
60544,70663
60545,46060
60546,37935
60547,84519
60548,38334
60549,13978
60550,1054
60551,7432
60552,68889
60553,41453
60554,59956
60555,89039
60556,21599
60557,88469
60558,67683
60559,84515
60560,34793
60561,72321
60562,27241
60563,97743
60564,33897
60565,15519
60566,77936
60567,7073
60568,13101
60569,21620
60570,67011
60571,20976
60572,85813
60573,99210
60574,52377
60575,17001
60576,56316
60577,8500
60578,84517
60579,7137
60580,82982
60581,79767
60582,77897
60583,97273
60584,21768
60585,47876
60586,92606
60587,36841
60588,75032
60589,49902
60590,79273
60591,83129
60592,65000
60593,20070
60594,83636
60595,125
60596,62008
60597,99108
60598,54302
60599,67220
60600,40050
60601,97532
60602,31201
60603,52776
60604,4144
60605,15659
60606,80096
60607,59241
60608,95584
60609,43330
60610,53578
60611,49095
60612,81097
60613,35495
60614,91130
60615,31569
60616,26132
60617,40020
60618,49139
60619,92300
60620,39891
60621,12984
60622,88628
60623,49546
60624,91231
60625,43856
60626,10048
60627,22233
60628,40567
60629,88241
60630,63268
60631,63394
60632,83687
60633,29699
60634,25320
60635,80241
60636,14391
60637,79446
60638,9448
60639,54579
60640,67627
60641,70199
60642,37821
60643,92190
60644,98621
60645,5441
60646,98208
60647,18126
60648,76106
60649,50259
60650,4691
60651,82413
60652,68758
60653,60883
60654,66298
60655,87248
60656,24026
60657,23579
60658,4633
60659,31779
60660,89406
60661,38540
60662,96522
60663,10117
60664,62683
60665,91684
60666,96462
60667,52596
60668,8651
60669,46789
60670,36691
60671,76381
60672,77811
60673,29567
60674,74611
60675,21832
60676,13430
60677,23941
60678,58957
60679,66135
60680,49142
60681,70320
60682,16298
60683,39743
60684,53086
60685,76280
60686,71324
60687,77694
60688,75722
60689,18887
60690,5269
60691,21369
60692,26674
60693,54514
60694,97448
60695,93151
60696,3536
60697,25855
60698,48634
60699,19772
60700,16675
60701,60587
60702,531
60703,81244
60704,97431
60705,88397
60706,15691
60707,63272
60708,81801
60709,4875
60710,96382
60711,92870
60712,26563
60713,13945
60714,51542
60715,76119
60716,56622
60717,24101
60718,79015
60719,99114
60720,31885
60721,30277
60722,25955
60723,63981
60724,48196
60725,73119
60726,9089
60727,32314
60728,33864
60729,96254
60730,59371
60731,29030
60732,35835
60733,62272
60734,66490
60735,81408
60736,78043
60737,71502
60738,4981
60739,8415
60740,15601
60741,80012
60742,21488
60743,94470
60744,58421
60745,58137
60746,11061
60747,88360
60748,86148
60749,12978
60750,90449
60751,81526
60752,15005
60753,21266
60754,10764
60755,63717
60756,18114
60757,86475
60758,98007
60759,9599
60760,12917
60761,61299
60762,39500
60763,1891
60764,95025
60765,21502
60766,74658
60767,94041
60768,61600
60769,82044
60770,10664
60771,60840
60772,7882
60773,96276
60774,98076
60775,23686
60776,19402
60777,89876
60778,5090
60779,7311
60780,21176
60781,97844
60782,27461
60783,68316
60784,52535
60785,16732
60786,68136
60787,13004
60788,63376
60789,74550
60790,2830
60791,60325
60792,12287
60793,46785
60794,59586
60795,18996
60796,99655
60797,77811
60798,69426
60799,24266
60800,51628
60801,10206
60802,20653
60803,66717
60804,71214
60805,29481
60806,93873
60807,49884
60808,59152
60809,31084
60810,50383
60811,1991
60812,20449
60813,65842
60814,52960
60815,93933
60816,60824
60817,39590
60818,74796
60819,42927
60820,47102
60821,21506
60822,88112
60823,83927
60824,60363
60825,11769
60826,67477
60827,67874
60828,90377
60829,75720
60830,84453
60831,79076
60832,77238
60833,68980
60834,88077
60835,5907
60836,35054
60837,9687
60838,69758
60839,25215
60840,79127
60841,24705
60842,56030
60843,37500
60844,74985
60845,26507
60846,65230
60847,22907
60848,74112
60849,66887
60850,28645
60851,5158
60852,38840
60853,66248
60854,25700
60855,41104
60856,29340
60857,21185
60858,85364
60859,16084
60860,98882
60861,48714
60862,25241
60863,67519
60864,18308
60865,63674
60866,21245
60867,4881
60868,40630
60869,73809
60870,35859
60871,16714
60872,82510
60873,52070
60874,79927
60875,4731
60876,18621
60877,12748
60878,55658
60879,2307
60880,58086
60881,15490
60882,15439
60883,44072
60884,4115
60885,57421
60886,89209
60887,85353
60888,76622
60889,97529
60890,71603
60891,56687
60892,72667
60893,68308
60894,4739
60895,4192
60896,23473
60897,12712
60898,45732
60899,48236
60900,19215
60901,47018
60902,66914
60903,97643
60904,59555
60905,89348
60906,41718
60907,85293
60908,5844
60909,26636
60910,73972
60911,22000
60912,95850
60913,51952
60914,92076
60915,64842
60916,88502
60917,44103
60918,766
60919,79866
60920,4210
60921,98088
60922,2732
60923,96567
60924,68662
60925,56087
60926,48346
60927,94108
60928,98334
60929,75445
60930,18904
60931,61910
60932,10193
60933,29544
60934,18054
60935,91636
60936,58095
60937,62199
60938,45784
60939,44004
60940,69914
60941,41872
60942,46853
60943,51496
60944,12808
60945,93575
60946,59014
60947,22502
60948,62433
60949,19953
60950,67455
60951,35624
60952,13738
60953,91008
60954,76256
60955,46681
60956,18276
60957,40937
60958,48520
60959,3526
60960,65258
60961,40012
60962,29889
60963,47856
60964,21095
60965,40254
60966,95280
60967,51206
60968,248
60969,77098
60970,57016
60971,83845
60972,92069
60973,76102
60974,53519
60975,23543
60976,70347
60977,9703
60978,99998
60979,77093
60980,94154
60981,45159
60982,20126
60983,54869
60984,58426
60985,57674
60986,74401
60987,3120
60988,27202
60989,26911
60990,93084
60991,83318
60992,21887
60993,45491
60994,54037
60995,57452
60996,46000
60997,61324
60998,45132
60999,72603
61000,50203
61001,24
61002,25159
61003,55813
61004,39608
61005,18182
61006,60382
61007,19666
61008,62705
61009,13011
61010,68826
61011,69444
61012,64571
61013,54946
61014,80203
61015,60162
61016,2561
61017,97077
61018,8343
61019,66347
61020,3817
61021,58795
61022,27966
61023,94257
61024,20891
61025,42974
61026,27385
61027,48341
61028,61070
61029,53003
61030,5098
61031,84027
61032,83817
61033,76267
61034,3582
61035,17115
61036,88315
61037,8727
61038,92530
61039,54777
61040,39963
61041,39554
61042,2770
61043,26371
61044,35599
61045,21266
61046,89050
61047,90424
61048,12552
61049,36900
61050,16397
61051,70928
61052,58648
61053,10403
61054,40478
61055,60464
61056,70691
61057,50030
61058,32759
61059,13085
61060,35100
61061,15708
61062,39924
61063,62794
61064,91655
61065,48603
61066,85640
61067,65019
61068,47771
61069,41136
61070,67622
61071,85328
61072,16413
61073,56610
61074,12419
61075,66570
61076,62412
61077,69995
61078,22000
61079,75447
61080,21757
61081,71272
61082,64971
61083,47706
61084,17054
61085,35536
61086,45340
61087,81870
61088,42895
61089,65986
61090,2200
61091,3128
61092,4945
61093,63670
61094,36087
61095,59596
61096,45766
61097,27810
61098,70755
61099,90071
61100,86941
61101,32178
61102,13758
61103,83250
61104,24823
61105,45017
61106,67606
61107,58177
61108,15053
61109,18805
61110,38288
61111,88471
61112,37736
61113,51763
61114,16030
61115,14828
61116,46273
61117,22888
61118,36113
61119,81332
61120,17163
61121,24547
61122,36530
61123,4789
61124,94809
61125,75837
61126,83057
61127,88290
61128,19620
61129,83756
61130,3309
61131,58039
61132,10880
61133,20302
61134,75187
61135,43934
61136,23119
61137,20664
61138,67964
61139,73062
61140,90027
61141,60683
61142,57136
61143,81231
61144,63923
61145,14500
61146,22057
61147,65922
61148,67677
61149,34549
61150,96197
61151,96977
61152,95606
61153,70978
61154,49247
61155,21121
61156,56715
61157,67917
61158,49224
61159,86376
61160,3835
61161,79415
61162,76105
61163,41384
61164,91305
61165,47267
61166,34754
61167,93639
61168,41156
61169,11135
61170,53681
61171,41914
61172,90528
61173,34696
61174,11582
61175,82559
61176,20994
61177,54004
61178,29508
61179,29663
61180,579
61181,25298
61182,80851
61183,66905
61184,95701
61185,88874
61186,43940
61187,55170
61188,22927
61189,18566
61190,24395
61191,52366
61192,12263
61193,71356
61194,76769
61195,84926
61196,24198
61197,6695
61198,30280
61199,39839
61200,80582
61201,4505
61202,83923
61203,31901
61204,64340
61205,39550
61206,54343
61207,37592
61208,62798
61209,59560
61210,65683
61211,14239
61212,54102
61213,39567
61214,79793
61215,97479
61216,6469
61217,29814
61218,20479
61219,90959
61220,98755
61221,70839
61222,58978
61223,2550
61224,97522
61225,75881
61226,79088
61227,1754
61228,40907
61229,66076
61230,656
61231,84656
61232,26747
61233,77211
61234,55227
61235,52405
61236,93936
61237,9016
61238,14241
61239,70358
61240,81405
61241,12556
61242,93524
61243,27273
61244,16066
61245,6277
61246,6419
61247,65606
61248,39837
61249,43431
61250,517
61251,78417
61252,62674
61253,94046
61254,69230
61255,73209
61256,48128
61257,59111
61258,29120
61259,74486
61260,85800
61261,12975
61262,20054
61263,51939
61264,4118
61265,88836
61266,76940
61267,79452
61268,77554
61269,66894
61270,35536
61271,5544
61272,15923
61273,66646
61274,6646
61275,13185
61276,84131
61277,90941
61278,10986
61279,90654
61280,75337
61281,55148
61282,48041
61283,26272
61284,64739
61285,28275
61286,11120
61287,13487
61288,93120
61289,49371
61290,83086
61291,15206
61292,15190
61293,16550
61294,85842
61295,3771
61296,97856
61297,48676
61298,62756
61299,26082
61300,27824
61301,14325
61302,66019
61303,93621
61304,49691
61305,72273
61306,77048
61307,96366
61308,93383
61309,88531
61310,92476
61311,30058
61312,1742
61313,43072
61314,48147
61315,1286
61316,85164
61317,42758
61318,29593
61319,70103
61320,49692
61321,99690
61322,61782
61323,54877
61324,54214
61325,18385
61326,2750
61327,41930
61328,68720
61329,2876
61330,28929
61331,41478
61332,52645
61333,30393
61334,57551
61335,65974
61336,76230
61337,92304
61338,17269
61339,92865
61340,40324
61341,94407
61342,37675
61343,88045
61344,36601
61345,66004
61346,96632
61347,4511
61348,74332
61349,9880
61350,48734
61351,91158
61352,5413
61353,56826
61354,88053
61355,59174
61356,83349
61357,2145
61358,91051
61359,9220
61360,70313
61361,95604
61362,70914
61363,33985
61364,19450
61365,49497
61366,14041
61367,43510
61368,33797
61369,46426
61370,47874
61371,45682
61372,76186
61373,12641
61374,78656
61375,24508
61376,3067
61377,78967
61378,59009
61379,19823
61380,87455
61381,16903
61382,21275
61383,47641
61384,71039
61385,3391
61386,83442
61387,25258
61388,33984
61389,15252
61390,35374
61391,79249
61392,40140
61393,17461
61394,65284
61395,98395
61396,45970
61397,78421
61398,53633
61399,88082
61400,58270
61401,14360
61402,48267
61403,50010
61404,61144
61405,59469
61406,62330
61407,48279
61408,80982
61409,91232
61410,6983
61411,91596
61412,91458
61413,26815
61414,38546
61415,16175
61416,22016
61417,1141
61418,70540
61419,64220
61420,4646
61421,61257
61422,41358
61423,3515
61424,52523
61425,14238
61426,49639
61427,17397
61428,95282
61429,63755
61430,51615
61431,43186
61432,82589
61433,41049
61434,38098
61435,10663
61436,21506
61437,64418
61438,72793
61439,11936
61440,60695
61441,22761
61442,91762
61443,231
61444,33521
61445,30330
61446,30946
61447,564
61448,47630
61449,55243
61450,11543
61451,38532
61452,82266
61453,80461
61454,20582
61455,53001
61456,75765
61457,84734
61458,17954
61459,35740
61460,48066
61461,33387
61462,18577
61463,45934
61464,199
61465,24635
61466,11530
61467,29091
61468,69264
61469,14425
61470,43060
61471,54966
61472,896
61473,5459
61474,28576
61475,82588
61476,44817
61477,7655
61478,57993
61479,51023
61480,82750
61481,23683
61482,36936
61483,66754
61484,49501
61485,63215
61486,26995
61487,27383
61488,53434
61489,6130
61490,75375
61491,48227
61492,29785
61493,65645
61494,93269
61495,66891
61496,57960
61497,39834
61498,86038
61499,38836
61500,75341
61501,34412
61502,5013
61503,52012
61504,12035
61505,21729
61506,43720
61507,3103
61508,13027
61509,91744
61510,40669
